Authors,Article Title,Publication Year,Abstract,Addresses,DOI,"Times Cited, All Databases",Source Title,tak,v_name,v_country
"Schipper C.I., Castro J.M., Kennedy B.M., Christenson B.W., Aiuppa A., Alloway B., Forte P., Seropian G., Tuffen H.",HALOGEN CL F AND SULPHUR RELEASE DURING EXPLOSIVE EFFUSIVE AND INTRUSIVE PHASES OF THE 2011 RHYOLITIC ERUPTION AT CORDÓN CAULLE VOLCANO CHILE,2019,NA,"School of Geography Environment and Earth Sciences, Victoria University, PO Box 600, Wellington, 6140, New Zealand; Institute of Geosciences, University of Mainz, Mainz, Germany; Geological Sciences, University of Canterbury, Christchurch, New Zealand; National Isotope Centre, GNS Science, PO Box 31-312, Lower Hutt, 5040, New Zealand; Dipartimento DiSTeM, Università di Palermo, Italy; School of Environment, The University of Auckland, Private Bag 92019, Auckland, New Zealand; Instituto de Geografía, Pontificia Universidad Catolica de Chile, Av. Vicuna Mackenna, Santiago, 4860, Chile; Lancaster Environment Centre, Lancaster University, Lancaster, LA1 4YQ, United Kingdom",10.30909/vol.02.01.7390,7,Volcanica,  HALOGEN CL F AND SULPHUR RELEASE DURING EXPLOSIVE EFFUSIVE AND INTRUSIVE PHASES OF THE 2011 RHYOLITIC ERUPTION AT CORDÓN CAULLE VOLCANO CHILE NA HALOGENS LAVA FLOW PUYEHUE CORDÓN CAULLE RHYOLITE VOLATILE BUDGET CRYSTALLINITY CRYSTALLIZATION EMPLACEMENT HALOGEN HYDROTHERMAL SYSTEM LAVA FLOW RHYOLITE SULFUR VOLCANIC ERUPTION CHILE  ,Puyehue.Cord.n Caulle|Cord.n Caulle,Chile
"Paisley R., Berlo K., Whattam J., Schipper C.I., Tuffen H.",DEGASSING-INDUCED CHEMICAL HETEROGENEITY AT THE 2011-2012 CORDÓN CAULLE ERUPTION,2019,NA,"Department of Earth Planetary Sciences, McGill University, 3450 Rue University, Montreal, QC  H3A 0E8, Canada; School of Geography, Environment and Earth Sciences, Victoria University, PO Box 600, Wellington, 6140, New Zealand; Lancaster Environment Centre, Lancaster University, Lancaster, LA1 4YQ, United Kingdom",10.30909/vol.02.02.211237,5,Volcanica,  DEGASSING INDUCED CHEMICAL HETEROGENEITY AT THE 2011 2012 CORDÓN CAULLE ERUPTION NA DEGASSING RHYOLITE VOLCANISM CORDÓN CAULLE TRACE ELEMENT DIFFUSION MAGMA FRACTURING DEGASSING DISCRETE ELEMENT METHOD HETEROGENEITY MELTING OBSERVATIONAL METHOD SCAVENGING CHEMISTRY TRACE ELEMENT VENTING VOLCANIC ERUPTION CHILE  ,Puyehue.Cord.n Caulle|Cord.n Caulle,Chile
"Vinnell L.J., Hudson-Doyle E.E., Johnston D.M., Becker J.S., Kaiser L., Lindell M.K., Bostrom A., Gregg C., Dixon M., Terbush B.",COMMUNITY PREPAREDNESS FOR VOLCANIC HAZARDS AT MOUNT RAINIER USA,2021,NA,"Joint Centre for Disaster Research, Massey University, Wellington, New Zealand; University of Washington, Seattle, WA, United States; East Tennessee State University, Johnson, TN, United States; Washington State Emergency Management Division, Camp Murray, WA, United States",10.1186/s13617-021-00110-x,NA,Journal of Applied Volcanology,  COMMUNITY PREPAREDNESS FOR VOLCANIC HAZARDS AT MOUNT RAINIER USA DEMOGRAPHIC TREND DEMOGRAPHY HAZARD ASSESSMENT RISK PERCEPTION CASCADE RANGE COLOMBIA MOUNT RAINIER UNITED STATES WASHINGTON UNITED STATES HAZARD ADJUSTMENT LAHAR NATURAL HAZARD PREPAREDNESS USA VOLCANO DEMOGRAPHIC TREND DEMOGRAPHY HAZARD ASSESSMENT RISK PERCEPTION CASCADE RANGE COLOMBIA MOUNT RAINIER UNITED STATES WASHINGTON UNITED STATES  ,Rainier,USA
"Driedger C., Calvache M., Cortés G.P., Ewert J., Montoya J., Lockhart A., Allen R., Banks D., Beason S., Bocanegra H.T., Burkhart F., Bustad K., Gallego J.A., Gibson Z., Giraldo F.R., Gutierrez C., Quintero J.I., Rodríguez E., Schelling J., Scott M.",LEVERAGING LESSONS LEARNED TO PREVENT FUTURE DISASTERS  INSIGHTS FROM THE 2013 COLOMBIA-US BINATIONAL EXCHANGE,2020,NA,"US Geological Survey, Cascades Volcano Observatory, 1300 SE Cardinal Court, Vancouver, WA  98683, United States; SGC: Servicio Geológico Colombiano, Diagonal 53 N0. 34 - 53, Bogotá D.C., Colombia; OVSM: Servicio Geológico Colombiano, Observatorio Vulcanológico y Sismológico de Manizales, Avenida 12 de Octubre No. 15-47, Manizales, Caldas, Colombia; US Geological Survey, Volcano Disaster Assistance Program, 1300 SE Cardinal Court, Vancouver, WA  98683, United States; Colombia Office of US Foreign Disaster Assistance (OFDA), Oficina de Los Estados Unidos de Asistencia Para Desastres en El Extranjero (USAID/OFDA), Washington, DC, United States; Pierce County, Economic Development Department, 950 Pacific Ave, Tacoma, WA  98402, United States; Washington State Department of Transportation, 310 Maple Park Avenue SE, Olympia, WA  98504-7300, United States; Mount Rainier National Park, 55210 238th Avenue East, Ashford, WA  98304, United States; Cruz Roja Colombiana- Seccional Tolima, Calle 38A No 5-40, Ibagué, Tolima, Colombia; Whatcom County Sheriff's Office Division of Emergency Management, 311 Grand Ave, Bellingham, WA  98225, United States; Pierce County Department of Emergency Management, 2501 S 35th St, Suite D, Tacoma, WA  98409, United States; Defensa Civil Colombiana - Seccional Caldas, Calle12A No 14-63, Manizales, Caldas, Colombia; Orting Valley Fire and Rescue, P.O. Box 386, Orting, WA  98360, United States; UDEGER: Unidad Departamental de Gestión de Riesgo de Desastres, Calle 22 No 20-52, Manizales, Caldas, Colombia; Secretaría de Ambiente y Gestión de Riesgo de Tolima, Calle 28 No 3-33, Ibagué, Tolima, Colombia; Cuerpo Oficial de Bomberos de Manizales, Calle 13A No 20-21, Manizales, Caldas, Colombia; Department of Homeland Security, 130 228th St SW, Bothell, Wa  98021, United States; P.O. Box 844, Leavenworth, WA  98826, United States",10.1186/s13617-019-0090-8,1,Journal of Applied Volcanology,  LEVERAGING LESSONS LEARNED TO PREVENT FUTURE DISASTERS  INSIGHTS FROM THE 2013 COLOMBIA US BINATIONAL EXCHANGE EDUCATION GEOLOGICAL SURVEY LAHAR LEARNING MITIGATION RISK ASSESSMENT VOLCANO CASCADE RANGE COLOMBIA NEVADO DEL RUIZ TOLIMA UNITED STATES COMMUNITY BASED DISASTER RISK REDUCTION CBDRR EDUCATION EMERGENCY MANAGEMENT EXPERIENTIAL LEARNING LAHAR MITIGATION MOUNT BAKER MOUNT RAINIER NEVADO DEL RUIZ TRAINING EDUCATION GEOLOGICAL SURVEY LAHAR LEARNING MITIGATION RISK ASSESSMENT VOLCANO CASCADE RANGE COLOMBIA NEVADO DEL RUIZ TOLIMA UNITED STATES  ,Rainier,USA
"Blong R., Enright N., Grasso P.",PRESERVATION OF THIN TEPHRA,2017,NA,"Risk Frontiers, Macquarie University, Sydney, NSW  2009, Australia; School of Veterinary and Life Sciences, Murdoch University, 90 South St, Murdoch, WA  6150, Australia; Ashbury, NSW  2193, Australia",10.1186/s13617-017-0059-4,17,Journal of Applied Volcanology,  PRESERVATION OF THIN TEPHRA NA COMPACTION EROSION FAUNA PRESERVATION SAMPLE SIZE TEPHRA FALL THICKNESS VEGETATION BULK DENSITY COMPACTION DEPOSITION FAUNA GRASSLAND ISOPACH MAP PRESERVATION SOIL EROSION TEPHRA VEGETATION COVER ALASKA CASCADE RANGE GERMANY HAGEN KODIAK ISLAND LONG ISLAND MOUNT RAINIER NEW GUINEA NORTH RHINE WESTPHALIA NOVARUPTA PAPUA NEW GUINEA UNITED STATES WASHINGTON UNITED STATES WASHINGTON UNITED STATES  ,Rainier,USA
"Lamb O.D., De Angelis S., Lavallée Y.",USING INFRASOUND TO CONSTRAIN ASH PLUME RISE,2015,NA,"Department of Earth, Ocean and Ecological Sciences, University of Liverpool, 4 Brownlow Street, Liverpool, L69 3GP, United Kingdom",10.1186/s13617-015-0038-6,22,Journal of Applied Volcanology,  USING INFRASOUND TO CONSTRAIN ASH PLUME RISE NA ASH PLUME INFRASOUND MT REDOUBT PLUME HEIGHT VOLCANO ATMOSPHERIC PLUME DISPERSION MODELING SATELLITE IMAGERY VOLCANIC ASH VOLCANO ALASKA REDOUBT UNITED STATES  ,Redoubt,USA
"Naranjo M.F., Ebmeier S.K., Vallejo S., Ramón P., Mothes P., Biggs J., Herrera F.",MAPPING AND MEASURING LAVA VOLUMES FROM 2002 TO 2009 AT EL REVENTADOR VOLCANO ECUADOR FROM FIELD MEASUREMENTS AND SATELLITE REMOTE SENSING,2016,NA,"Instituto Geofísico, Escuela Politécnica Nacional, Quito, Ecuador; School of Earth Sciences, University of Bristol, Bristol, BS8 1RJ, United Kingdom; Universidad Central del Ecuador, Quito, Ecuador",10.1186/s13617-016-0048-z,13,Journal of Applied Volcanology,  MAPPING AND MEASURING LAVA VOLUMES FROM 2002 TO 2009 AT EL REVENTADOR VOLCANO ECUADOR FROM FIELD MEASUREMENTS AND SATELLITE REMOTE SENSING NA ECUADOR EL REVENTADOR VOLCANO INSAR LAVA EFFUSION RATE LAVA FLOWS FIELD METHOD FLOW FIELD LAVA FLOW MAPPING METHOD REMOTE SENSING SATELLITE DATA SATELLITE IMAGERY VOLCANO REVENTADOR  ,Reventador,Ecuador
"Strehlow K., Sandri L., Gottsmann J.H., Kilgour G., Rust A.C., Tonini R.",PHREATIC ERUPTIONS AT CRATER LAKES OCCURRENCE STATISTICS AND PROBABILISTIC HAZARD FORECAST,2017,NA,"School of Earth Sciences, University of Bristol, Wills Memorial Building, Queens Road, Bristol, BS8 1RJ, United Kingdom; Present Address: GEOMAR Helmholtz Centre for Ocean Research Kiel, Wischhofstr. 1-3, Kiel, 24148, Germany; Istituto Nazionale di Geofisica e Volcanologia, Sezione di Bologna, Via D. Creti 12, Bologna, 40128, Italy; GNS Science, Wairakei Research Centre, 114 Karetoto Road, RD4, Taupo, 3384, New Zealand; Istituto Nazionale di Geofisica e Volcanologia, Sezione di Roma 1, Via di Vigna Murata 605, Roma, 00143, Italy",10.1186/s13617-016-0053-2,9,Journal of Applied Volcanology,  PHREATIC ERUPTIONS AT CRATER LAKES OCCURRENCE STATISTICS AND PROBABILISTIC HAZARD FORECAST NA BALLISTIC EJECTA PHREATIC ERUPTIONS PROBABILISTIC HAZARD ASSESSMENT PYBETVH RUAPEHU BACKGROUND LEVEL CRATER LAKE EJECTA HAZARD ASSESSMENT HEAT FLOW MAGMA PERCEPTION PHREATIC ZONE PROBABILITY VOLCANIC ERUPTION MOUNT RUAPEHU NEW ZEALAND NORTH ISLAND  ,Ruapehu,New Zealand
"Driedger C., Calvache M., Cortés G.P., Ewert J., Montoya J., Lockhart A., Allen R., Banks D., Beason S., Bocanegra H.T., Burkhart F., Bustad K., Gallego J.A., Gibson Z., Giraldo F.R., Gutierrez C., Quintero J.I., Rodríguez E., Schelling J., Scott M.",LEVERAGING LESSONS LEARNED TO PREVENT FUTURE DISASTERS  INSIGHTS FROM THE 2013 COLOMBIA-US BINATIONAL EXCHANGE,2020,NA,"US Geological Survey, Cascades Volcano Observatory, 1300 SE Cardinal Court, Vancouver, WA  98683, United States; SGC: Servicio Geológico Colombiano, Diagonal 53 N0. 34 - 53, Bogotá D.C., Colombia; OVSM: Servicio Geológico Colombiano, Observatorio Vulcanológico y Sismológico de Manizales, Avenida 12 de Octubre No. 15-47, Manizales, Caldas, Colombia; US Geological Survey, Volcano Disaster Assistance Program, 1300 SE Cardinal Court, Vancouver, WA  98683, United States; Colombia Office of US Foreign Disaster Assistance (OFDA), Oficina de Los Estados Unidos de Asistencia Para Desastres en El Extranjero (USAID/OFDA), Washington, DC, United States; Pierce County, Economic Development Department, 950 Pacific Ave, Tacoma, WA  98402, United States; Washington State Department of Transportation, 310 Maple Park Avenue SE, Olympia, WA  98504-7300, United States; Mount Rainier National Park, 55210 238th Avenue East, Ashford, WA  98304, United States; Cruz Roja Colombiana- Seccional Tolima, Calle 38A No 5-40, Ibagué, Tolima, Colombia; Whatcom County Sheriff's Office Division of Emergency Management, 311 Grand Ave, Bellingham, WA  98225, United States; Pierce County Department of Emergency Management, 2501 S 35th St, Suite D, Tacoma, WA  98409, United States; Defensa Civil Colombiana - Seccional Caldas, Calle12A No 14-63, Manizales, Caldas, Colombia; Orting Valley Fire and Rescue, P.O. Box 386, Orting, WA  98360, United States; UDEGER: Unidad Departamental de Gestión de Riesgo de Desastres, Calle 22 No 20-52, Manizales, Caldas, Colombia; Secretaría de Ambiente y Gestión de Riesgo de Tolima, Calle 28 No 3-33, Ibagué, Tolima, Colombia; Cuerpo Oficial de Bomberos de Manizales, Calle 13A No 20-21, Manizales, Caldas, Colombia; Department of Homeland Security, 130 228th St SW, Bothell, Wa  98021, United States; P.O. Box 844, Leavenworth, WA  98826, United States",10.1186/s13617-019-0090-8,1,Journal of Applied Volcanology,  LEVERAGING LESSONS LEARNED TO PREVENT FUTURE DISASTERS  INSIGHTS FROM THE 2013 COLOMBIA US BINATIONAL EXCHANGE EDUCATION GEOLOGICAL SURVEY LAHAR LEARNING MITIGATION RISK ASSESSMENT VOLCANO CASCADE RANGE COLOMBIA NEVADO DEL RUIZ TOLIMA UNITED STATES COMMUNITY BASED DISASTER RISK REDUCTION CBDRR EDUCATION EMERGENCY MANAGEMENT EXPERIENTIAL LEARNING LAHAR MITIGATION MOUNT BAKER MOUNT RAINIER NEVADO DEL RUIZ TRAINING EDUCATION GEOLOGICAL SURVEY LAHAR LEARNING MITIGATION RISK ASSESSMENT VOLCANO CASCADE RANGE COLOMBIA NEVADO DEL RUIZ TOLIMA UNITED STATES  ,Ruiz,Colombia
"Ilanko T., Pering T.D., Wilkes T.C., Choquehuayta F.E.A., Kern C., Moreno A.D., De Angelis S., Layana S., Rojas F., Aguilera F., Vasconez F., McGonigle A.J.S.",DEGASSING AT SABANCAYA VOLCANO MEASURED BY UV CAMERAS AND THE NOVAC NETWORK,2019,NA,"Department of Geography, University of Sheffield, Sheffield, United Kingdom; Instituto Geológico Minero y Metalúrgico, Lima, Peru; Cascades Volcano Observatory, U.S. Geological Survey, Vancouver, WA, United States; Department of Earth Ocean and Ecological Sciences, University of Liverpool, Liverpool, United Kingdom; Ckelar Volcanes - Núcleo de Investigación en Riesgo Volcánico, Universidad Católica del Norte, Antofagasta, Chile; Programa de Doctorado en Ciencias mención Geología, Universidad Católica del Norte, Antofagasta, Chile; Departamento de Ciencias Geológicas, Universidad Católica del Norte, Antofagasta, Chile; Instituto Geofísico de la Escuela Politécnica Nacional, Quito, Ecuador; School of Geosciences, The University of Sydney, Sydney, NSW  2006, Australia; Faculty of Health Engineering and Sciences, University of Southern Queensland, Toowoomba, QLD  4350, Australia",10.30909/vol.02.02.239252,6,Volcanica,  DEGASSING AT SABANCAYA VOLCANO MEASURED BY UV CAMERAS AND THE NOVAC NETWORK NA DOAS NOVAC PICAM SABANCAYA SULPHUR DIOXIDE UV CAMERA DEGASSING EQUIPMENT NETWORK ANALYSIS SUBMARINE VOLCANO VOLCANO RUBUS GLAUCUS  ,Sabancaya,Peru
"Castro R., Gutiérrez E.",VOLCANIC MONITORING AND HAZARD ASSESSMENT IN EL SALVADOR,2021,NA,"Ministerio del Medio Ambiente y Recursos Naturales (MARN), El Salvador",10.30909/vol.04.S1.183201,1,Volcanica,  VOLCANIC MONITORING AND HAZARD ASSESSMENT IN EL SALVADOR NA ENVIRONMENTAL RISK HAZARD ASSESSMENT METROPOLITAN AREA MONITORING VOLCANIC PHENOMENA BAHIA BRAZIL CENTRAL AMERICA CENTRAL DEPARTMENT EL SALVADOR CENTRAL AMERICA PACIFIC OCEAN SALVADOR SAN SALVADOR BAHAMAS  ,San Salvador,El Salvador
"Bowman L.J., Henquinet K.B.",DISASTER RISK REDUCTION AND RESETTLEMENT EFFORTS AT SAN VICENTE CHICHONTEPEC VOLCANO EL SALVADOR TOWARD UNDERSTANDING SOCIAL AND GEOPHYSICAL VULNERABILITY,2015,NA,"Department of Geological and Mining Engineering and Sciences, Michigan Technological University, 1400 Townsend Drive, Houghton, MI  49931, United States; Department of Social Sciences, Michigan Technological University, 1400 Townsend Drive, Houghton, MI  49931, United States",10.1186/s13617-015-0031-0,7,Journal of Applied Volcanology,  DISASTER RISK REDUCTION AND RESETTLEMENT EFFORTS AT SAN VICENTE CHICHONTEPEC VOLCANO EL SALVADOR TOWARD UNDERSTANDING SOCIAL AND GEOPHYSICAL VULNERABILITY NA DEBRIS FLOW DISASTER RISK REDUCTION EARLY WARNING SYSTEM EL SALVADOR LIVELIHOODS RELOCATION RESETTLEMENT VOLCANIC HAZARD VULNERABILITY DEBRIS FLOW DISASTER MANAGEMENT EARLY WARNING SYSTEM EDUCATION EMPOWERMENT LIVELIHOOD VULNERABILITY EL SALVADOR CENTRAL AMERICA SAN VICENTE  ,San Vicente,El Salvador
"Marrero J.M., García A., Berrocoso M., Llinares Á., Rodríguez-Losada A., Ortiz R.",STRATEGIES FOR THE DEVELOPMENT OF VOLCANIC HAZARD MAPS IN MONOGENETIC VOLCANIC FIELDS THE EXAMPLE OF LA PALMA CANARY ISLANDS,2019,NA,"REPENSAR, Camino de Orellana, Quito, Ecuador; Institute IGEO, CSIC-UCM, J. Gutierrez Abascal, 2, Madrid, Spain; Lab. Astronomía, Geodesia y Cartografía, Universidad de Cádiz, Avda. Universidad de Cádiz, Cádiz, Spain; Dpet. Animal Biology, Edaphology and Geology, University of la Laguna, La Laguna, Spain",10.1186/s13617-019-0085-5,3,Journal of Applied Volcanology,  STRATEGIES FOR THE DEVELOPMENT OF VOLCANIC HAZARD MAPS IN MONOGENETIC VOLCANIC FIELDS THE EXAMPLE OF LA PALMA CANARY ISLANDS NA CANARY ISLANDS EXPECTED ERUPTIVE SCENARIO HAZARD ASSESSMENT HAZARD MAP LA PALMA MONOGENETIC VOLCANISM CRISIS MANAGEMENT HAZARD ASSESSMENT SCENARIO ANALYSIS STRATEGIC APPROACH VOLCANIC ERUPTION VOLCANISM CANARY ISLANDS LA PALMA SANTA CRUZ DE TENERIFE PRV CANARY ISLANDS SPAIN  ,Santa Cruz,Ecuador
"Pritchard M.E., Biggs J., Wauthier C., Sansosti E., Arnold D.W.D., Delgado F., Ebmeier S.K., Henderson S.T., Stephens K., Cooper C., Wnuk K., Amelung F., Aguilar V., Mothes P., Macedo O., Lara L.E., Poland M.P., Zoffoli S.",TOWARDS COORDINATED REGIONAL MULTI-SATELLITE INSAR VOLCANO OBSERVATIONS RESULTS FROM THE LATIN AMERICA PILOT PROJECT,2018,NA,"Department of Earth and Atmospheric Sciences, Cornell University, 112 Hollister Drive, Ithaca, NY  14850, United States; School of Earth Sciences, University of Bristol, Queens Road, Bristol, BS8 1RJ, United Kingdom; Department of Geosciences and Institute for CyberScience, The Pennsylvania State University, 311 Deike Building, University Park, PA  16802-2714, United States; Institute for Electromagnetic Sensing of Environment (IREA), National Research Council (CNR), via Diocleziano, 328, Napoli, 80124, Italy; School of Earth and Environment, University of Leeds, Leeds, LS2 9JT, United Kingdom; Department of Earth and Space Sciences, University of Washington, Seattle, WA  98195-1310, United States; Rosenstiel School of Marine and Atmospheric Science, University of Miami, 4600 Rickenbacker Cswy, Miami, FL  33136, United States; Instituto Geofisico de la Universidad Nacional de San Agustín, Arequipa, Peru; Instituto Geofisico, Escuela Politecnica Nacional, Casilla 1701-2759, Quito, Ecuador; Observatorio Vulcanológico del Sur, Instituto Geofísico del Perú, Urb. La Marina B-19, Arequipa, Peru; Servicio Nacional de Geología y Minería (SERNAGEOMIN), Av. Santa María 0104, Santiago, Chile; U.S. Geological Survey - Cascades Volcano Observatory, 1300 SE Cardinal Ct., Suite 100, Vancouver, WA  98683-9589, United States; Agenzia Spaziale Italiana (ASI), Viale Liegi, 26, 00198, Roma, Italy",10.1186/s13617-018-0074-0,29,Journal of Applied Volcanology,  TOWARDS COORDINATED REGIONAL MULTI SATELLITE INSAR VOLCANO OBSERVATIONS RESULTS FROM THE LATIN AMERICA PILOT PROJECT NA INSAR LATIN AMERICA REMOTE SENSING COORDINATE DISASTER MANAGEMENT EOS GAS FLOW REMOTE SENSING RISK ASSESSMENT SATELLITE ALTIMETRY SEISMIC RESPONSE SYNTHETIC APERTURE RADAR GREECE LATIN AMERICA SANTORINI SOUTHERN AEGEAN SOUTHERN AEGEAN  ,Santorini,Greece
"Jenkins S.F., Barsotti S., Hincks T.K., Neri A., Phillips J.C., Sparks R.S.J., Sheldrake T., Vougioukalakis G.",RAPID EMERGENCY ASSESSMENT OF ASH AND GAS HAZARD FOR FUTURE ERUPTIONS AT SANTORINI VOLCANO GREECE,2015,NA,"Department of Earth Sciences, University of Bristol, Bristol, BS8 1RJ, United Kingdom; Istituto Nazionale di Geofisica e Vulcanologia (INGV), Sezione di Pisa, Pisa, Italy; Icelandic Meteorological Office, Reykjavík, Iceland; Institute of Geology and Mineral Exploration (IGME), Athens, Greece",10.1186/s13617-015-0033-y,15,Journal of Applied Volcanology,  RAPID EMERGENCY ASSESSMENT OF ASH AND GAS HAZARD FOR FUTURE ERUPTIONS AT SANTORINI VOLCANO GREECE NA ASH AND GAS DISPERSAL MODELLING EMERGENCY MANAGEMENT PLANNING GREECE SANTORINI VOLCANO SCENARIO BASED PROBABILISTIC HAZARD MODELLING VOLCANIC HAZARD AND RISK ASSESSMENT ASSESSMENT METHOD FUTURE PROSPECT HAZARD ASSESSMENT MANAGEMENT PRACTICE RISK ASSESSMENT SCENARIO ANALYSIS VOLCANIC ASH VOLCANIC ERUPTION VOLCANO CYCLADES GREECE SANTORIN SANTORINI SOUTHERN AEGEAN SOUTHERN AEGEAN  ,Santorini,Greece
"Aspinall W.P., Woo G.",SANTORINI UNREST 2011-2012 AN IMMEDIATE BAYESIAN BELIEF NETWORK ANALYSIS OF ERUPTION SCENARIO PROBABILITIES FOR URGENT DECISION SUPPORT UNDER UNCERTAINTY,2014,NA,"School of Earth Sciences and Cabot Institute, University of Bristol, Wills Memorial Building, Queen's Road, Bristol, BS8 1RJ, United Kingdom; Aspinall and Associates, Cleveland House, High Street, Tisbury, SP3 6HF, United Kingdom; Risk Management Solutions, Peninsular House, 30 Monument Street, London, EC3R 8NB, United Kingdom",10.1186/s13617-014-0012-8,24,Journal of Applied Volcanology,  SANTORINI UNREST 2011 2012 AN IMMEDIATE BAYESIAN BELIEF NETWORK ANALYSIS OF ERUPTION SCENARIO PROBABILITIES FOR URGENT DECISION SUPPORT UNDER UNCERTAINTY NA BAYES RULE BAYESIAN BELIEF NETWORK DECISION SUPPORT EMERGENCY PREPAREDNESS PROBABILISTIC UNCERTAINTY VOLCANIC HAZARD ASSESSMENT ARTIFICIAL NEURAL NETWORK BAYESIAN ANALYSIS DECISION SUPPORT SYSTEM GOVERNMENT HAZARD ASSESSMENT NETWORK ANALYSIS PARAMETER ESTIMATION PLANNING METHOD PROBABILITY RISK ASSESSMENT SCENARIO ANALYSIS UNCERTAINTY ANALYSIS VOLCANIC ERUPTION VOLCANIC ISLAND CYCLADES GREECE SANTORIN SANTORINI SOUTHERN AEGEAN SOUTHERN AEGEAN UNITED KINGDOM  ,Santorini,Greece
"Yamada H., Tateyama K., Naruke S., Sasaki H., Torigata S., Honda R., Kubo T., Yoshimoto M., Fujii T.",IMPACT RESISTANCE OF STEEL MATERIALS TO BALLISTIC EJECTA AND SHELTER DEVELOPMENT USING STEEL DECK PLATES,2021,NA,"Department of Mechanical Engineering, National Defense Academy, 1-10-20, Hashirimizu, Yokosuka, Kanagawa  239-8686, Japan; Department of Mechanical Engineering, Ritsumeikan University, 1-1-1 Noji-higashi, Kusatsu, Shiga  525-8577, Japan; Asia Air Survey Co., Ltd., Shinyuri 21 Building, 1-2-2 Manpukuji, Asao-ku, Kawasaki, Kanagawa  215-0004, Japan; Toko Tekko Co., Ltd., 19-1 Inariyamashita, Shakanai, Odate, Akita, 017-0012, Japan; Mount Fuji Research Institute, Yamanashi Prefectural Government, 5597-1 Kenmarubi, Kamiyoshida, Fujiyoshida, Yamanashi, 403-0005, Japan",10.1186/s13617-021-00105-8,NA,Journal of Applied Volcanology,  IMPACT RESISTANCE OF STEEL MATERIALS TO BALLISTIC EJECTA AND SHELTER DEVELOPMENT USING STEEL DECK PLATES ABSORPTION CORROSION DEFORMATION DUCTILITY STEEL STRUCTURE CHUBU HONSHU JAPAN KINKI KUSATSU ONTAKE SHIGA BALLISTIC EJECTA IMPACT IMPACT RESISTANT DESIGN PHREATIC ERUPTION STAINLESS STEEL TRAPEZOIDAL CORRUGATED PLATE ABSORPTION CORROSION DEFORMATION DUCTILITY STEEL STRUCTURE CHUBU HONSHU JAPAN KINKI KUSATSU ONTAKE SHIGA  ,Shiga,Japan
"Hicks A., Few R.",TRAJECTORIES OF SOCIAL VULNERABILITY DURING THE SOUFRIÈRE HILLS VOLCANIC CRISIS,2015,NA,"School of Environmental Sciences, University of East Anglia, Norwich Research Park, Norwich, Norfolk, NR4 7TJ, United Kingdom; School of International Development, University of East Anglia, Norwich Research Park, Norwich, Norfolk, NR4 7TJ, United Kingdom",10.1186/s13617-015-0029-7,25,Journal of Applied Volcanology,  TRAJECTORIES OF SOCIAL VULNERABILITY DURING THE SOUFRIÈRE HILLS VOLCANIC CRISIS NA DYNAMIC IMPACT LIVELIHOOD MONTSERRAT SOCIAL VULNERABILITY SOUFRIÈRE HILLS VOLCANO HAZARD ASSESSMENT LIVELIHOOD VOLCANIC ERUPTION VOLCANO VULNERABILITY  ,Soufri.re Hills,United Kingdom
"Bonilauri E.M., Harris A.J.L., Morin J., Ripepe M., Mangione D., Lacanna G., Ciolli S., Cusolito M., Deguy P.",TSUNAMI EVACUATION TIMES AND ROUTES TO SAFE ZONES A GIS-BASED APPROACH TO TSUNAMI EVACUATION PLANNING ON THE ISLAND OF STROMBOLI ITALY,2021,NA,"Université Clermont Auvergne, CNRS, IRD, OPGC, Laboratoire Magmas et Volcans, Clermont – Ferrand, France; Department of Geography, University of Cambridge, Cambridge, United Kingdom; Laboratorio di Geofisica Sperimentale, Università degli Studi di Firenze, Florence, Italy; Dipartimento della Protezione Civile, Rome, Italy; Lipari town council, Lipari, Aeolian Islands, Italy; Dipartimento di Scienze della Terra, Università degli Studi di Firenze, Florence, Italy",10.1186/s13617-021-00104-9,NA,Journal of Applied Volcanology,  TSUNAMI EVACUATION TIMES AND ROUTES TO SAFE ZONES A GIS BASED APPROACH TO TSUNAMI EVACUATION PLANNING ON THE ISLAND OF STROMBOLI ITALY COASTAL ZONE CONGESTION GIS RISK ASSESSMENT TSUNAMI VOLCANIC ISLAND ITALY LIPARI ISLANDS MESSINA SICILY SICILY STROMBOLI STROMBOLI EVACUATION MAPS EVACUATION MODELLING STROMBOLI VOLCANIC ISLAND HAZARD VOLCANOGENIC TSUNAMI COASTAL ZONE CONGESTION GIS RISK ASSESSMENT TSUNAMI VOLCANIC ISLAND ITALY LIPARI ISLANDS MESSINA SICILY SICILY STROMBOLI STROMBOLI  ,Stromboli,Italy
